Title,Authors,Genre,Price,Rating,Description,Image
Eine Ahnung von Nichts. Life is a Story - story.one,Eliah Kleines,Fiction,,,"Als Theo am frischen Grab seiner Mutter steht, trifft er seinen lange verschollenen Onkel Erwin zum ersten Mal in seinem Leben. Sofort fasziniert ihn dieser exzentrische Mann, der ihm erzählt, jahrelang auf geheimer Mission in der Antarktis gearbeitet zu haben. Theo begleitet ihn in den kalten Süden. Dort ist alles ganz anders, als er es sich vorgestellt hat. Schnell wird klar: Etwas Seltsames geht vor sich und Theo spielt eine zentrale Rolle dabei. Auch ist etwas an seinem Onkel nicht ganz richtig. Was verheimlicht Erwin ihm? Was geht hier vor sich!? Viele Fragen, wenige Antworten und eine übernatürliche Entdeckung später steht plötzlich die Existenz der uns bekannten Welt auf dem Spiel. Theo muss entscheiden, was wahr ist und was nicht, und stößt dabei an die Grenzen seines Verstandes, an die Grenzen seines Seins. 'Mensch' ist auch nur 'Hcsnem' rückwärts. Nichts ist, wie es scheint. Alles was scheint, ist Nichts. Das Ende ist nah.",http://books.google.com/books/content?id=dQYfEQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Abschied und Neubeginn. Life is a Story - story.one,Bettina Haberpointner,Biography & Autobiography,,,"Du kannst das nicht, du schaffst das nicht und du wirst es ohnehin zu nichts bringen, weil alles was du machst nicht genug ist. Negative Glaubenssätze die mir immer wieder seit frühester Kindheit ""nahegelegt"" wurden. Was wäre aber, wenn es genau so gepasst hätte wie ich in meinem inneren war? Was wenn ich mich behauptet hätte und als Kind schon dagegen rebelliert hätte und mich nicht in kämpfe hätte verwickeln lassen, für dessen ich nie verantwortlich gewesen bin? Wäre ich heute das was ich jetzt bin? Wäre mein Weg weniger steinig gewesen? Meine Trauer und der Griff nach den Sternen.",http://books.google.com/books/content?id=qQo1EQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Liebe1. Life is a Story - story.one,sofia dobu,Fiction,,,"Kennst du das Gefühl, wenn du jemanden liebst, doch er kennt dich gar nicht? Doch was, wenn plötzlich etwas Unerwartetes geschieht?Etwas, was du dir so oft gewünscht hast und wenn du es dann hast, ist es einfach nur überfordernd. Was, wenn diese eine Person dein Interesse weckt? Wenn sie dein Herz schneller schlagen lässt, wenn du nicht mehr weißt, was du denken oder fühlen sollst. Schwärmerei, Hoffnung, Schmetterlinge im Bauch, aber eben auch Sehnsucht, Kummer und unerwartete Heulanfälle. Ein spannendes Jugendbuch aus Helenas und Parkers Sicht.",http://books.google.com/books/content?id=ixbUEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Himmelwärts. Life is a Story - story.one,Maren Blaschke,Fiction,,,"Ein Roman über Mut, Freundschaft und die Überwindung von Flugangst. Begleiten Sie Nora auf einer inspirierenden Reise voller Abenteuer und Selbstfindung. Tauchen Sie ein in die faszinierende Welt des Fliegens und erleben Sie, wie sie ihre Ängste hinter sich lässt und neue Horizonte erobert.",http://books.google.com/books/content?id=nVbNEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Gedankenkarussell. Life is a Story - story.one,Sabrina Erhart,Biography & Autobiography,,,Gedankenkarussell von einer jungen ambitionierten engagierten Akademikerin erfasst- Viel Vergnügen beim Lesen,http://books.google.com/books/content?id=7aZnEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Herzensschwestern. Life is a Story - story.one,Nele Schmidt,Fiction,,,"Die beiden Mädchen Rosalinde und Magdalena leben zwar in ein und derselben Welt, könnten aber unterschiedlicher nicht sein. Während Magdalena es liebt das Königreich auf eigene Faust zu erkunden und Abenteuer zu erleben, träumt Rosalinde nur davon. Ihr wäre es lieber, wenn sich nichts verändern würde und sie in ihrer gewohnten Umgebung bleiben könnte, doch ihre insgeheimen Träume sprechen dagegen. Allerdings hatte sie immer zu viel Angst, diese zu verwirklichen, weshalb sie sich hinter ihren Zweifeln versteckt. Obwohl Rosalinde und Magdalena so unterschiedlich sind, stellen sie sich jedoch so ziemlich die gleichen Fragen und lernen, Verantwortung für ihr Leben und ihre Träume zu übernehmen. Herzensschwestern basiert auf dem Märchen »Die Gänsemagd« der Gebrüder Grimm. Im Gegensatz zum Original wird aus zwei Ich-Perspektiven erzählt, sodass die Handlungen, Gedanken und Gefühle der Figuren nachvollziehbar werden.",http://books.google.com/books/content?id=jV7TEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Unkraut im Kopf. Life is a Story - story.one,Hannah May,Biography & Autobiography,,,"Gefühle, Gedanken, Erinnerungen, die sich wie Unkraut im Kopf anfühlen, immer weiter wachsen und schwer zu bekämpfn sind. ""Unkraut im Kopf"" beschäftigt sich mit den Dingen, die nicht leicht auszusprehen sind, und trotzdem gesagt werden wollen.",http://books.google.com/books/content?id=f0uHEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Der Schwan. Life is a Story - story.one,Lucas-Alexander Ehlscheidt,Fiction,,,"""Die Realität blieb mir fern. Ich fühlte mich, als wäre ich in einem Traum gefangen, dem ich nicht entfliehen konnte. Bei jedem ersten Augenöffnen, fand ich mich stets erschüttert in meiner kleinen, unbedeutenden Welt vor. Und dennoch überforderte sie mich in meiner Gestalt, da alles Kleine böse ist und sich nimmer was wandelt."" Ihr Alltag ist von Stress geprägt und droht sie zu verschlingen. Um ihre negativen Gedanken zu unterdrücken und der Realität zu entfliehen, nimmt sie permanent starke Beruhigungsmedikamente ein. Die Nebenwirkungen sind verheerend und lassen sie schließlich einen langen Zeitraum vergessen.",http://books.google.com/books/content?id=hZrUEAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
The story album of animals,Story album,,,,,http://books.google.com/books/content?id=nVCVFSvNnVMC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
Glückspils. Life is a Story - story.one,Julia Lis,Fiction,,,"Wie ich auf vielen Umwegen, wie den Verlust meines Vaters, fehlendes Verständnis, Schilddrüsenkarzinom, toxische Beziehungen, zusammen mit TikTok, Instagram und zum Schluss mit dem Kurs in Wundern von Reinhard Lier plötzlich dachte, ich werde nun komplett verrückt. Wie ich nun nach 43 Jahren endlich mein Glück in mir selbst fand und was das Bier damit zu tun hat, darum geht es in dieser Kurzgeschichte. Sie soll die diejenigen wachrütteln, die noch lange nicht soweit sind und andere motivieren dran zu bleiben, die schon merken, dass sie was verändern wollen in ihrem Leben. In diesem Sinne: ""Prost!""",http://books.google.com/books/content?id=ytL2EAAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
